Train acc,Test acc,loss
78.34385521885523,84.26767676767678,0.15415985483179823
81.64983164983165,84.30976430976432,0.13703462402279892
81.76136363636364,84.4023569023569,0.13574192047239472
81.72979797979798,84.46969696969697,0.1351938026569894
81.84343434343434,84.43602693602693,0.13464357941580654
81.91498316498317,84.45286195286195,0.13407379714208048
81.82239057239057,84.57070707070707,0.13394044047349393
81.84132996632997,84.57070707070707,0.13348676505953594
81.88341750841751,84.53703703703704,0.13323209396642438
81.90656565656566,84.45286195286195,0.13286234173186695
81.91287878787878,84.53703703703704,0.13274316328751928
81.88973063973064,84.57912457912458,0.13273858988950904
81.95496632996633,84.53703703703704,0.13273089555559697
81.97811447811448,84.54545454545455,0.1324814498464641
81.91287878787878,84.51178451178451,0.13258805401713497
82.00968013468012,84.46127946127946,0.13219205966948822
82.03703703703704,84.48653198653199,0.13203239950325094
82.01599326599327,84.42760942760943,0.13186743602778356
81.94654882154883,84.53703703703704,0.13205165669703067
82.00968013468012,84.41077441077441,0.1317915743364781
82.05808080808082,84.42760942760943,0.13143554256669926
81.99284511784512,84.46127946127946,0.13161331527486625
82.01599326599327,84.46127946127946,0.13152602892544515
82.05597643097643,84.3939393939394,0.13106748239108404
82.05808080808082,84.59595959595958,0.13147108056262877
82.03493265993266,84.45286195286195,0.13137723252798955
82.07912457912457,84.46969696969697,0.13116200977226927
82.10227272727273,84.41919191919192,0.13112155511514015
82.09175084175084,84.46969696969697,0.13086834731405228
82.11700336700338,84.4023569023569,0.13073376079326843
82.07702020202021,84.37710437710437,0.13081181748778953
82.16961279461279,84.34343434343434,0.1306220724536946
82.12752525252526,84.48653198653199,0.13060320777414947
82.1233164983165,84.30976430976432,0.13039431112290711
82.10227272727273,84.35185185185186,0.13049748745993842
82.11700336700338,84.3013468013468,0.13064900530981022
82.12121212121211,84.34343434343434,0.13032975052840617
82.17382154882155,84.31818181818181,0.13003900484213277
82.1590909090909,84.34343434343434,0.13014781503144696
82.16540404040404,84.36026936026936,0.13013647618035448
82.1611952861953,84.3939393939394,0.1301577345118388
82.14646464646465,84.48653198653199,0.12994560917205156
82.19907407407408,84.27609427609427,0.13004609796533192
82.12752525252526,84.25084175084176,0.13004805064417954
82.16540404040404,84.16666666666667,0.1298366390559747
82.14225589225589,84.47811447811448,0.12975692330868377
82.16750841750842,84.22558922558923,0.1295352608948184
82.2159090909091,84.36868686868686,0.12950021125787362
82.1885521885522,84.34343434343434,0.1295441844892935
82.20749158249158,84.36026936026936,0.12949969873213352
