Train acc,Test acc,loss
76.26902582668332,82.32714664491128,0.16605256693544046
80.13920403844683,83.21435855598614,0.1442170621277263
80.19529357774775,83.31633693656944,0.14372693314589255
80.21568977385718,83.34693045074444,0.14304395054040103
80.25903169058971,83.30613909851111,0.14273981196991187
80.177446906152,83.33673261268612,0.14245474192679997
80.22078882288454,83.35712828880277,0.14211285426653616
80.26158121510338,83.10218233734449,0.14174180985906967
80.27177931315809,82.72486232918621,0.14157103659618542
80.33551742600005,83.3673261268611,0.14172648662795445
80.177446906152,83.35712828880277,0.14134551020761493
80.28452693572649,83.31633693656944,0.1410052362969221
80.34571552405477,83.3673261268611,0.14080570905574188
80.248833592535,83.49989802161942,0.14081446433874367
80.23863549448028,83.46930450744442,0.1408469202710987
80.30237360732222,83.33673261268612,0.1404890199032343
80.3406164750274,83.41831531715277,0.14069783611019518
80.26922978864441,83.0104017948195,0.1404869914735511
80.32022027891799,83.3673261268611,0.1405882308013482
80.34571552405477,83.55088721191107,0.1404293979142852
80.40435458786936,83.55088721191107,0.1401530462780551
80.35846314662317,83.49989802161942,0.14005290953895203
80.30747265634959,83.52029369773608,0.14027135982064204
80.40945363689673,83.54068937385274,0.1396329401465069
80.3763098182189,83.55088721191107,0.1398005367394956
80.40180506335568,83.5610850499694,0.13957914432927018
80.33806695051373,83.54068937385274,0.1399079815987467
80.47829079876603,83.5610850499694,0.13964722352938005
80.4476965046019,83.55088721191107,0.13948665734313634
80.45279555362926,83.02059963287783,0.13919419819583317
80.42984983300614,83.58148072608607,0.1393353711041891
80.45534507814293,83.54068937385274,0.13915454336179217
80.34571552405477,83.06139098511116,0.13919254891926858
80.41455268592408,83.55088721191107,0.13879213369106586
80.47319174973867,83.5916785641444,0.13910379052940045
80.40945363689673,83.53049153579441,0.13902712942725487
80.49103842133442,83.54068937385274,0.13890877231153345
80.35591362210948,83.53049153579441,0.13893220150694371
80.35846314662317,83.09198449928616,0.13887320158678013
80.42220125946511,83.5610850499694,0.13884102937204804
80.45279555362926,83.49989802161942,0.13865886508300293
80.49103842133442,83.57128288802774,0.13871306429509236
80.38395839175993,83.06139098511116,0.13874890931181574
80.37885934273258,83.57128288802774,0.13859624951640312
80.45789460265661,83.60187640220273,0.13854983554724573
80.39160696530098,83.44890883132776,0.13832094103438236
80.3890574407873,83.57128288802774,0.13841150821981188
80.51908319098489,83.0409953089945,0.1381580783798683
80.47064222522499,83.5610850499694,0.1381952685484781
80.46044412717028,83.54068937385274,0.13833373553479672
